,url,publication_dt,byline,book_title,book_author,summary,uuid,uri,isbn13
18,http://www.nytimes.com/2003/02/04/books/books-of-the-times-setting-out-with-a-dream-and-a-lot-of-sausages.html,2003-02-04,MICHIKO KAKUTANI,"The Master Butchers Singing Club: A Novel (Erdrich, Louise)",Louise Erdrich,,00000000-0000-0000-0000-000000000000,nyt://book/00000000-0000-0000-0000-000000000000,['9780066209777']
19,http://www.nytimes.com/2004/07/04/books/off-the-reservation.html,2004-07-04,KAREN JOY FOWLER,"Four Souls (Erdrich, Louise)",Louise Erdrich,,00000000-0000-0000-0000-000000000000,nyt://book/00000000-0000-0000-0000-000000000000,['9780066209753']
20,http://www.nytimes.com/2016/05/22/books/review/larose-by-louise-erdrich.html,2016-05-22,MARY GORDON,LaRose,Louise Erdrich,Louise Erdrich’s latest novel asks a deceptively simple question: Can a person “do the worst thing possible and still be loved”?,00000000-0000-0000-0000-000000000000,nyt://book/00000000-0000-0000-0000-000000000000,"['9780062277022', '9780062277046', '9780062466631', '9780062466761']"
21,https://www.nytimes.com/2017/11/21/books/review/louis-erdrich-future-home-of-the-living-god.html,2017-11-21,RUTH FRANKLIN,Future Home of the Living God,Louise Erdrich,"In “Future Home of the Living God,” Erdrich’s futuristic novel, evolution runs backward, reproduction is threatened and the climate has changed, irrevocably.",00000000-0000-0000-0000-000000000000,nyt://book/00000000-0000-0000-0000-000000000000,['9780062694058']
22,https://www.nytimes.com/2020/03/03/books/review/night-watchman-louise-erdrich.html,2020-03-03,LUIS ALBERTO URREA,The Night Watchman,Louise Erdrich,"In her new novel, “The Night Watchman,” Louise Erdrich brings to light a political battle from the 1950s that still reverberates today.",00000000-0000-0000-0000-000000000000,nyt://book/00000000-0000-0000-0000-000000000000,['9780062671189']
23,https://www.nytimes.com/2020/03/03/books/review/the-night-watchman-by-louise-erdrich-an-excerpt.html,2020-03-03,,The Night Watchman,Louise Erdrich,"An excerpt from “The Night Watchman,” by Louise Erdrich",00000000-0000-0000-0000-000000000000,nyt://book/00000000-0000-0000-0000-000000000000,['9780062671189']
0,http://www.nytimes.com/2013/09/15/books/review/nine-inches-stories-by-tom-perrotta.html,2013-09-15,ALIX OHLIN,Nine Inches: Stories,Tom Perrotta,Tom Perrotta’s stories explore family and neighborhood life in the suburbs.,00000000-0000-0000-0000-000000000000,nyt://book/00000000-0000-0000-0000-000000000000,['9781250034700']
1,http://www.nytimes.com/2007/10/21/books/review/Schillinger2-t.html,2007-10-21,LIESL SCHILLINGER,The Abstinence Teacher,Tom Perrotta,Tom Perrotta sets his cast of flawed parents and un-airbrushed kids against the stained-glass background of muscular Christianity on the march.,00000000-0000-0000-0000-000000000000,nyt://book/00000000-0000-0000-0000-000000000000,['9780312363543']
2,http://www.nytimes.com/2011/08/28/books/review/the-leftovers-by-tom-perrotta-book-review.html,2011-08-28,STEPHEN KING,The Leftovers,Tom Perrotta,Tom Perrotta’s new novel examines how ordinary people react to extraordinary situations in the wake of a rapturelike event that has whisked millions of people off the face of the earth.,00000000-0000-0000-0000-000000000000,nyt://book/00000000-0000-0000-0000-000000000000,['9781250054227']
3,http://www.nytimes.com/1997/07/27/books/jersey-guy.html,1997-07-27,GARY KRIST,The Wishbones,Tom Perrotta,,00000000-0000-0000-0000-000000000000,nyt://book/00000000-0000-0000-0000-000000000000,['9780399142673']
4,http://www.nytimes.com/1998/04/19/books/campaign-92.html,1998-04-19,PETER LASALLE,Election,Tom Perrotta,,00000000-0000-0000-0000-000000000000,nyt://book/00000000-0000-0000-0000-000000000000,['9780399143663']
5,http://www.nytimes.com/2000/09/18/books/books-of-the-times-moving-from-new-jersey-to-the-ivy-league-wryly.html,2000-09-18,JANET MASLIN,Joe College,Tom Perrotta,,00000000-0000-0000-0000-000000000000,nyt://book/00000000-0000-0000-0000-000000000000,['9780312261849']
6,http://www.nytimes.com/2000/10/15/books/searching-for-coolness.html,2000-10-15,MARIA RUSSO,Joe College,Tom Perrotta,,00000000-0000-0000-0000-000000000000,nyt://book/00000000-0000-0000-0000-000000000000,['9780312261849']
7,http://www.nytimes.com/2004/03/08/books/book-of-the-times-the-disappointed-mothers-of-suburbia.html,2004-03-08,JANET MASLIN,Little Children: A Novel,Tom Perrotta,,00000000-0000-0000-0000-000000000000,nyt://book/00000000-0000-0000-0000-000000000000,['9780312315719']
8,http://www.nytimes.com/2004/03/14/books/all-the-children-are-above-average.html,2004-03-14,WILL BLYTHE,Little Children: A Novel,Tom Perrotta,,00000000-0000-0000-0000-000000000000,nyt://book/00000000-0000-0000-0000-000000000000,['9780312315719']
9,http://www.nytimes.com/2011/08/25/books/the-leftovers-by-tom-perrotta-review.html,2011-08-25,MICHIKO KAKUTANI,The Leftovers ,Tom Perrotta,Tom Perrotta’s new novel explores how people cope with grief after loved ones disappear into thin air.,00000000-0000-0000-0000-000000000000,nyt://book/00000000-0000-0000-0000-000000000000,['9780312358341']
10,https://www.nytimes.com/2017/08/01/books/review/mrs-fletcher-tom-perrotta.html,2017-08-01,CHRIS BACHELDER,Mrs. Fletcher,Tom Perrotta,The new novel by the author of “The Leftovers” features a 46-year-old woman hooked on pornography and her college-age son navigating campus gender politics.,00000000-0000-0000-0000-000000000000,nyt://book/00000000-0000-0000-0000-000000000000,['9781501144028']
0,http://www.nytimes.com/1998/04/12/books/into-the-wilderness.html,1998-04-12,FRANK KERMODE,Quarantine,Jim Crace,,00000000-0000-0000-0000-000000000000,nyt://book/00000000-0000-0000-0000-000000000000,['9780374239626']
1,http://www.nytimes.com/2007/05/15/books/15eder.html,2007-05-15,RICHARD EDER,Pesthouse,Jim Crace,,00000000-0000-0000-0000-000000000000,nyt://book/00000000-0000-0000-0000-000000000000,['9780385522915']
2,http://www.nytimes.com/2001/10/21/books/eat-this-book.html,2001-10-21,ADAM PHILLIPS,Devil's Larder,Jim Crace,,00000000-0000-0000-0000-000000000000,nyt://book/00000000-0000-0000-0000-000000000000,['9780374138592']
3,http://www.nytimes.com/2003/11/23/books/reproduction-values.html,2003-11-23,ANTHONY QUINN,Genesis,Jim Crace,,00000000-0000-0000-0000-000000000000,nyt://book/00000000-0000-0000-0000-000000000000,['9780670881161']
4,http://www.nytimes.com/2003/11/13/books/books-of-the-times-a-hero-s-surfeit-of-fertility-and-the-poetic-use-thereof.html,2003-11-13,JANET MASLIN,Genesis : A Novel,Jim Crace,,00000000-0000-0000-0000-000000000000,nyt://book/00000000-0000-0000-0000-000000000000,['9780312423896']
5,http://www.nytimes.com/2007/04/29/books/review/Prose.t.html,2007-04-29,FRANCINE PROSE,The Pesthouse,Jim Crace,"In Jim Crace’s novel, a couple struggle to survive in a post-apocalyptic world.",00000000-0000-0000-0000-000000000000,nyt://book/00000000-0000-0000-0000-000000000000,['9780307278951']
6,http://www.nytimes.com/2013/02/10/books/review/harvest-by-jim-crace.html,2013-02-10,ROB NIXON,Harvest,Jim Crace,"In Jim Crace’s novel, the threat of change brings suspicion and unease to an insular agrarian community.",00000000-0000-0000-0000-000000000000,nyt://book/00000000-0000-0000-0000-000000000000,['9780307278975']
7,http://www.nytimes.com/2000/04/13/books/books-of-the-times-the-life-after-death-of-a-pair-not-yet-gone.html,2000-04-13,RICHARD EDER,Being Dead: A Novel,Jim Crace,,00000000-0000-0000-0000-000000000000,nyt://book/00000000-0000-0000-0000-000000000000,['9780374110130']
8,http://www.nytimes.com/2000/04/23/books/dune.html,2000-04-23,JIM SHEPARD,Being Dead: A Novel,Jim Crace,,00000000-0000-0000-0000-000000000000,nyt://book/00000000-0000-0000-0000-000000000000,['9780374110130']
9,http://www.nytimes.com/2001/09/27/books/books-of-the-times-food-stories-that-aren-t-really-about-food-at-all.html,2001-09-27,RICHARD EDER,The Devil's Larder,Jim Crace,,00000000-0000-0000-0000-000000000000,nyt://book/00000000-0000-0000-0000-000000000000,['9780374138592']
0,http://www.nytimes.com/2012/09/23/books/review/battleborn-by-claire-vaye-watkins.html,2012-09-23,ANTONYA NELSON,Battleborn,Claire Vaye Watkins,Claire Vaye Watkins’s stories show a concern for knowing the past and surviving the present.,00000000-0000-0000-0000-000000000000,nyt://book/00000000-0000-0000-0000-000000000000,['9781594631450']
1,http://www.nytimes.com/2012/08/30/books/new-books-by-claire-vaye-watkins-marie-ndiaye-and-more.html,2012-08-30,SUSANNAH MEADOWS,Battleborn,Claire Vaye Watkins,"New books by Claire Vaye Watkins, Marie NDiaye, Hanna Plyväinen, Karl Taro Greenfeld, Katie Kitamura and Charles Cumming.",00000000-0000-0000-0000-000000000000,nyt://book/00000000-0000-0000-0000-000000000000,['9781594488252']
2,http://www.nytimes.com/2015/10/04/books/review/gold-fame-citrus-by-claire-vaye-watkins.html,2015-10-04,EMILY ST. JOHN MANDEL,Gold Fame Citrus,Claire Vaye Watkins,"A novel of post-apocalypse California has a desert on steroids, and Los Angeles celebrity culture squarely in its sights.",00000000-0000-0000-0000-000000000000,nyt://book/00000000-0000-0000-0000-000000000000,['9781594634239']
0,http://www.nytimes.com/2014/11/09/books/review/andrea-davis-pinkneys-red-pencil-and-more.html,2014-11-09,MONICA EDINGER,WALKING HOME,Eric Walters,,00000000-0000-0000-0000-000000000000,nyt://book/00000000-0000-0000-0000-000000000000,['9780385681575']
0,http://www.nytimes.com/1988/02/07/books/young-werther-in-the-60-s.html,1988-02-07,STEVEN D. STARK,"In the New World : Growing up with America, 1960-1984",Lawrence Wright,,00000000-0000-0000-0000-000000000000,nyt://book/00000000-0000-0000-0000-000000000000,['9780394542829']
1,http://theater2.nytimes.com/2010/09/07/arts/television/07trip.html,2010-09-07,MIKE HALE,Looming Tower,Lawrence Wright,,00000000-0000-0000-0000-000000000000,nyt://book/00000000-0000-0000-0000-000000000000,['9781400103058']
2,http://www.nytimes.com/2000/04/02/books/dirty-manuel.html,2000-04-02,TIM GOLDEN,God's Favorite,Lawrence Wright,,00000000-0000-0000-0000-000000000000,nyt://book/00000000-0000-0000-0000-000000000000,['9780684868103']
3,http://www.nytimes.com/2013/01/20/books/review/going-clear-lawrence-wrights-book-on-scientology.html,2013-01-20,MICHAEL KINSLEY,Going Clear,Lawrence Wright,"In “Going Clear,” Lawrence Wright uses vast research and reporting to make clear that Scientology is like no church on Earth.",00000000-0000-0000-0000-000000000000,nyt://book/00000000-0000-0000-0000-000000000000,"['9780307700667', '9780307745309', '9780385350273', '9780385350563']"
4,http://www.nytimes.com/1998/02/08/books/separated-by-birth.html,1998-02-08,NATALIE ANGIER,Twins : And What They Tell Us about Who We Are,Lawrence Wright,,00000000-0000-0000-0000-000000000000,nyt://book/00000000-0000-0000-0000-000000000000,['9780585334462']
5,http://www.nytimes.com/2013/01/14/books/going-clear-by-lawrence-wright-examines-scientology.html,2013-01-14,JANET MASLIN,Going Clear,Lawrence Wright ,"“Going Clear,” by Lawrence Wright, examines Scientology, its history and its appeal.",00000000-0000-0000-0000-000000000000,nyt://book/00000000-0000-0000-0000-000000000000,"['9780307700667', '9780307745309', '9780385350273', '9780385350563']"
6,http://www.nytimes.com/2014/09/14/books/review/thirteen-days-in-september-by-lawrence-wright.html,2014-09-14,JOE KLEIN,Thirteen Days in September,Lawrence Wright,Lawrence Wright offers a minute-by-minute account of the 1978 Camp David peace talks between Israel and Egypt.,00000000-0000-0000-0000-000000000000,nyt://book/00000000-0000-0000-0000-000000000000,"['9780385352031', '9780385352048']"
7,http://www.nytimes.com/2006/08/06/books/review/06filkins.html,2006-08-06,Review by  DEXTER FILKINS,The Looming Tower: Al-Qaeda and the Road to 9/11,Lawrence Wright,"Lawrence Wright offers a detailed, heart-stopping account of the events leading up to 9/11, carried along by villains and heroes that only a crime novelist could dream up.",00000000-0000-0000-0000-000000000000,nyt://book/00000000-0000-0000-0000-000000000000,['9781400030842']
8,http://www.nytimes.com/2006/08/01/books/01kaku.html,2006-08-01,Review by  MICHIKO KAKUTANI,The Looming Tower: Al-Qaeda and the Road to 9/11,Lawrence Wright,"Lawrence Wright’s remarkable new book gives the reader a searing view of the tragic events of Sept. 11, 2001, a view that is at once wrenchingly intimate and boldly sweeping.",00000000-0000-0000-0000-000000000000,nyt://book/00000000-0000-0000-0000-000000000000,['9781400030842']
9,http://www.nytimes.com/1994/04/29/books/books-of-the-times-a-family-is-destroyed-by-a-sexual-chimera.html,1994-04-29,MICHIKO KAKUTANI,Remembering Satan: A Case of Recovered Memory and the Shattering of a American Family,Lawrence Wright,,00000000-0000-0000-0000-000000000000,nyt://book/00000000-0000-0000-0000-000000000000,['9780679431558']
10,http://www.nytimes.com/1994/05/15/books/the-monster-in-the-mists.html,1994-05-15,WALTER REICH,Remembering Satan: A Case of Recovered Memory and the Shattering of a American Family,Lawrence Wright,,00000000-0000-0000-0000-000000000000,nyt://book/00000000-0000-0000-0000-000000000000,['9780679431558']
11,http://www.nytimes.com/2006/08/06/books/review/06upfront.html,2006-08-06,THE EDITORS,The Looming Tower: Al-Qaeda and the Road to 9/11,Lawrence Wright,"Dexter Filkins, The New York Times reporter who reviews the 9/11 book on the cover this week, says “I’ve seen the whole arc of the story.”",00000000-0000-0000-0000-000000000000,nyt://book/00000000-0000-0000-0000-000000000000,['9780375414862']
12,https://www.nytimes.com/2018/04/23/books/review/lawrence-wright-god-save-texas.html,2018-04-23,DAVID OSHINSKY,God Save Texas: A Journey Into the Soul of the Lone Star State,Lawrence Wright,Lawrence Wright’s “God Save Texas” is a loving and skeptical portrait of the place he calls home.,00000000-0000-0000-0000-000000000000,nyt://book/00000000-0000-0000-0000-000000000000,['9780525520108']
13,https://www.nytimes.com/2020/05/01/books/review/lawrence-wright-end-of-october.html,2020-05-01,Douglas Preston,The End of October,Lawrence Wright,"In Lawrence Wright’s “The End of October,” a virulent flu races around the globe, killing millions and plunging society into disarray.",00000000-0000-0000-0000-000000000000,nyt://book/00000000-0000-0000-0000-000000000000,['978-0-525-65865-8']
0,http://www.nytimes.com/2014/07/13/books/review/the-young-world-by-chris-weitz.html,2014-07-13,ADAM GOPNIK,The Young World,Chris Weitz,"Social order breaks down when a mysterious illness spreads worldwide, sparing only adolescents.",00000000-0000-0000-0000-000000000000,nyt://book/00000000-0000-0000-0000-000000000000,['9781478901754']
0,https://www.nytimes.com/2020/07/28/books/review/empire-of-wild-cherie-dimaline.html,2020-07-28,Tobias Carroll,Empire of Wild,Cherie Dimaline,"Cherie Dimaline’s new novel, “Empire of Wild,” calls on old tropes of myths and folklore, only to make them new.",00000000-0000-0000-0000-000000000000,nyt://book/00000000-0000-0000-0000-000000000000,['9780062975942']
0,http://www.nytimes.com/2013/11/10/books/review/the-living-by-matt-de-la-pena.html,2013-11-10,MOTOKO RICH,The Living,Matt de la Peña,A young Mexican-American survives when the ship he works on is engulfed by a tsunami in this young adult thriller.,00000000-0000-0000-0000-000000000000,nyt://book/00000000-0000-0000-0000-000000000000,['9780385741217']
1,http://www.nytimes.com/2011/04/10/books/review/childrens-books-a-nations-hope-and-bird-in-a-box.html,2011-04-10,DAVID MARGOLICK,A NATION’S HOPE: The Story of Boxing Legend Joe Louis,Matt de la Peña,,00000000-0000-0000-0000-000000000000,nyt://book/00000000-0000-0000-0000-000000000000,['9780147510617']
0,http://www.nytimes.com/1995/02/26/books/children-s-books-596095.html,1995-02-26,JIM GLADSTONE,Hanged Man,Francesca Lia Block,,00000000-0000-0000-0000-000000000000,nyt://book/00000000-0000-0000-0000-000000000000,['9780061658501']
1,http://www.nytimes.com/2012/02/12/books/review/francesca-lia-blocks-pink-smog-a-weetzie-bat-prequel.html,2012-02-12,MAGGIE STIEFVATER,Weetzie Bat,Francesca Lia Block,"An early look at Francesca Lia Block’s heroine, Weetzie Bat.",00000000-0000-0000-0000-000000000000,nyt://book/00000000-0000-0000-0000-000000000000,['9780061651328']
2,http://www.nytimes.com/2000/11/19/books/children-s-books-sleeping-beauty-needs-an-intervention.html,2000-11-19,BETSY HEARNE,Rose and the Beast : Fairy Tales Retold,Francesca Lia Block,,00000000-0000-0000-0000-000000000000,nyt://book/00000000-0000-0000-0000-000000000000,['9780060281281']
3,http://www.nytimes.com/1989/05/21/books/children-s-books-pretty-in-punk.html,1989-05-21,BETSY HEARNE,Weetzie Bat: 10th Anniversary Edition,Francesca Lia Block,,00000000-0000-0000-0000-000000000000,nyt://book/00000000-0000-0000-0000-000000000000,"['9780060205348', '9780060205362']"
0,http://www.nytimes.com/2012/08/24/books/12-21-a-novel-by-dustin-thomason.html,2012-08-24,JANET MASLIN,12.21,Dustin Thomason,"In “12.21” a doctor and a Maya scholar join forces to save the world from a sudden collapse, one foreshadowed by the puzzling demise of ancient Maya civilizations.",00000000-0000-0000-0000-000000000000,nyt://book/00000000-0000-0000-0000-000000000000,"['9780385341400', '9780449011591', '9780679644286', '9780718193973']"
0,http://www.nytimes.com/2013/07/21/books/review/the-panopticon-by-jenni-fagan.html,2013-07-21,TOM SHONE,The Panopticon,Jenni Fagan,"The spirited heroine of Jenni Fagan’s debut novel, “The Panopticon,” is sent to an imposing rehab facility for young offenders.",00000000-0000-0000-0000-000000000000,nyt://book/00000000-0000-0000-0000-000000000000,['9780385347952']
1,http://www.nytimes.com/2013/07/16/books/the-panopticon-a-debut-novel-by-jenni-fagan.html,2013-07-16,MICHIKO KAKUTANI,The Panopticon,Jenni Fagan,“The Panopticon” by Jenni Fagan centers on a fierce 15-year-old who forges bonds with other girls yearning to escape confinement.,00000000-0000-0000-0000-000000000000,nyt://book/00000000-0000-0000-0000-000000000000,['9780385347952']
2,http://www.nytimes.com/2016/07/17/books/review/jenni-fagan-sunlight-pilgrims.html,2016-07-17,MARISA SILVER,The Sunlight Pilgrims,Jenni Fagan,Jenni Fagan’s “The Sunlight Pilgrims” sets a story of impending cataclysm at a moment unnervingly near at hand.,00000000-0000-0000-0000-000000000000,nyt://book/00000000-0000-0000-0000-000000000000,['9780553418873']
0,http://www.nytimes.com/2012/04/08/books/review/losers-in-space-by-john-barnes.html,2012-04-08,JONATHAN LIU,Losers in Space,John Barnes,"In celebrity-mad 2129, a teenage crew stranded on a trip to Mars begins to understand the limits of fame.",00000000-0000-0000-0000-000000000000,nyt://book/00000000-0000-0000-0000-000000000000,['9780670061563']
0,http://www.nytimes.com/2017/01/27/books/review/signal-flame-andrew-krivak.html,2017-01-27,ROXANA ROBINSON,The Signal Flame,Andrew Krivak,Generations of war haunt the characters in Andrew Krivak’s novel “The Signal Flame.”,00000000-0000-0000-0000-000000000000,nyt://book/00000000-0000-0000-0000-000000000000,['9781501126376']
0,http://www.nytimes.com/2010/06/20/books/review/Goddu-t.html,2010-06-20,KRYSTYNA PORAY GODDU,Birthday Ball,Lois Lowry,,00000000-0000-0000-0000-000000000000,nyt://book/00000000-0000-0000-0000-000000000000,['9780307746207']
1,http://www.nytimes.com/2004/05/16/books/children-s-books-something-s-rotten-in-utopia.html,2004-05-16,HAZEL ROCHMAN,Messenger,Lois Lowry,,00000000-0000-0000-0000-000000000000,nyt://book/00000000-0000-0000-0000-000000000000,['9780385732536']
2,http://www.nytimes.com/1999/02/14/books/children-s-books-bookshelf-202614.html,1999-02-14,ANDREA HIGBIE,Looking Back : A Book of Memories,Lois Lowry,,00000000-0000-0000-0000-000000000000,nyt://book/00000000-0000-0000-0000-000000000000,['9780385326995']
3,http://www.nytimes.com/2012/10/14/books/review/son-by-lois-lowry.html,2012-10-14,ROBIN WASSERMAN,Giver,Lois Lowry,"In the conclusion to Lois Lowry’s dystopian “Giver” quartet, a young woman fights against her community to try to find her son.",00000000-0000-0000-0000-000000000000,nyt://book/00000000-0000-0000-0000-000000000000,['9781417623242']
4,http://www.nytimes.com/2006/05/14/books/review/14hynes.html,2006-05-14,Review by JAMES HYNES,Gossamer,Lois Lowry,"In Lois Lowry's new book, sinisteeds — giant, rampaging horses, literal nightmares — are the enemies of the dream-givers.",00000000-0000-0000-0000-000000000000,nyt://book/00000000-0000-0000-0000-000000000000,['9780385734165']
5,http://www.nytimes.com/1982/02/28/books/children-s-books-254707.html,1982-02-28,,Anastasia Again!,Lois Lowry,,00000000-0000-0000-0000-000000000000,nyt://book/00000000-0000-0000-0000-000000000000,['9780395311479']
6,http://www.nytimes.com/1993/10/31/books/children-s-books-335293.html,1993-10-31,KAREN RAY,The Giver (Giver Quartet),Lois Lowry,,00000000-0000-0000-0000-000000000000,nyt://book/00000000-0000-0000-0000-000000000000,['9780395645666']
7,https://www.nytimes.com/2020/05/01/books/review/lois-lowry-on-the-horizon.html,2020-05-01,John McMurtrie,On the Horizon,Lois Lowry,"In her new audiobook, “On the Horizon,” the children’s book author remembers her childhood against the backdrop of the Pearl Harbor and Hiroshima.",00000000-0000-0000-0000-000000000000,nyt://book/00000000-0000-0000-0000-000000000000,['B082JLD7GK']
8,https://www.nytimes.com/2020/10/17/books/review/lois-lowry-the-willoughbys-return.html,2020-10-17,Lucinda Rosenfeld,The Willoughbys Return,Lois Lowry,"The world’s worst parents come back to haunt us, in Lois Lowry’s “The Willoughbys Return.”",00000000-0000-0000-0000-000000000000,nyt://book/00000000-0000-0000-0000-000000000000,['9780358423898']
0,http://www.nytimes.com/1999/07/04/books/books-in-brief-fiction-hit-the-beach.html,1999-07-04,CAROL PEACE ROBINS,By the Shore,Galaxy Craze,,00000000-0000-0000-0000-000000000000,nyt://book/00000000-0000-0000-0000-000000000000,['9780613287784']
0,http://www.nytimes.com/2009/06/18/books/18maslin.html,2009-06-18,JANET MASLIN,Everything Matters!,Ron Currie Jr.,A novel that ponders cosmic doom with a gleeful spirit by a startlingly talented writer who pays no heed to ordinary narrative conventions.,00000000-0000-0000-0000-000000000000,nyt://book/00000000-0000-0000-0000-000000000000,['9780143117513']
0,http://www.nytimes.com/2002/07/25/books/books-of-the-times-personal-view-of-hong-kong-wrapped-in-a-novel-s-cloak.html,2002-07-25,JANET MASLIN,Fragrant Harbor,John Lanchester,,00000000-0000-0000-0000-000000000000,nyt://book/00000000-0000-0000-0000-000000000000,['9780142003374']
1,http://www.nytimes.com/2012/07/15/books/review/capital-a-novel-by-john-lanchester.html,2012-07-15,LIESL SCHILLINGER,Capital,John Lanchester,John Lanchester’s novel follows the residents of one London street during an era of easy money.,00000000-0000-0000-0000-000000000000,nyt://book/00000000-0000-0000-0000-000000000000,['9780393345094']
2,http://www.nytimes.com/2010/01/06/books/06book.html,2010-01-06,DWIGHT GARNER,I.O.U.,John Lanchester,A rigorous but also literate and wickedly funny explanation of the global financial crisis from the novelist John Lanchester.,00000000-0000-0000-0000-000000000000,nyt://book/00000000-0000-0000-0000-000000000000,['9781439169865']
3,http://www.nytimes.com/2007/02/18/books/review/Lelyveld.t.html,2007-02-18,JOSEPH LELYVELD,Family Romance: A Love Story,John Lanchester,There was a lot the author didn’t know about his parents (especially his mother).,00000000-0000-0000-0000-000000000000,nyt://book/00000000-0000-0000-0000-000000000000,['9780143112952']
4,http://www.nytimes.com/1996/04/21/books/movable-feasts.html,1996-04-21,FRANK J. PRIAL,The Debt to Pleasure: A Novel,John Lanchester,,00000000-0000-0000-0000-000000000000,nyt://book/00000000-0000-0000-0000-000000000000,['9780805043884']
5,http://www.nytimes.com/1996/05/08/books/books-of-the-times-a-mystery-in-which-the-asides-are-the-real-meat.html,1996-05-08,RICHARD BERNSTEIN,The Debt to Pleasure: A Novel,John Lanchester,,00000000-0000-0000-0000-000000000000,nyt://book/00000000-0000-0000-0000-000000000000,['9780805043884']
6,http://www.nytimes.com/2002/06/30/books/setting-sail.html,2002-06-30,SOPHIE HARRISON,Fragrant Harbour,John Lanchester,,00000000-0000-0000-0000-000000000000,nyt://book/00000000-0000-0000-0000-000000000000,['9780571201761']
7,https://www.nytimes.com/2019/03/05/books/review/john-lanchester-wall.html,2019-03-05,ALEC NEVALA-LEE,The Wall,John Lanchester,"In “The Wall,” Britain — spared during a catastrophic global environmental disaster — barricades itself inside a massive concrete barrier.",00000000-0000-0000-0000-000000000000,nyt://book/00000000-0000-0000-0000-000000000000,['9781324001638']
8,http://www.nytimes.com/2014/12/07/books/review/john-lanchesters-how-to-speak-money-and-more.html,2014-12-07,PETER SOKOLOWSKI,HOW TO SPEAK MONEY: What the Money People Say — And What It Really Means,John Lanchester,,00000000-0000-0000-0000-000000000000,nyt://book/00000000-0000-0000-0000-000000000000,['9780393243376']
0,http://www.nytimes.com/2011/05/08/books/review/book-review-the-great-night-by-chris-adrian.html,2011-05-08,LAURA MILLER,Great Night,Chris Adrian,"Chris Adrian’s novel is a loose retelling of “A Midsummer Night’s Dream,” set in contemporary San Francisco.",00000000-0000-0000-0000-000000000000,nyt://book/00000000-0000-0000-0000-000000000000,['9781250007384']
1,http://www.nytimes.com/2008/09/04/books/04walsh.html,2008-09-04,S. KIRK WALSH,A Better Angel,Chris Adrian,"Chris Adrian’s stories chronicle accidents, illness, death and 9/11: a litany of misfortune. But don’t be deterred by the dismal subject matter.",00000000-0000-0000-0000-000000000000,nyt://book/00000000-0000-0000-0000-000000000000,['9780312428532']
2,http://www.nytimes.com/2001/02/04/books/resurrectionism.html,2001-02-04,RICHARD EDER,Gob's Grief: A Novel,Chris Adrian,,00000000-0000-0000-0000-000000000000,nyt://book/00000000-0000-0000-0000-000000000000,['9780767902816']
0,http://www.nytimes.com/2010/03/14/books/review/Rafferty-t.html,2010-03-14,TERRENCE RAFFERTY,The Surrendered,Chang-rae Lee,"As death draws near, Chang-rae Lee’s heroine, a Korean War orphan who now lives in New York, sets off for Europe to look for her wayward son.",00000000-0000-0000-0000-000000000000,nyt://book/00000000-0000-0000-0000-000000000000,['9781594485015']
1,http://www.nytimes.com/2010/03/09/books/09book.html,2010-03-09,MICHIKO KAKUTANI,The Surrendered,Chang-rae Lee,"With “The Surrendered,” Chang-rae Lee has written the most ambitious and compelling novel of his already impressive career.",00000000-0000-0000-0000-000000000000,nyt://book/00000000-0000-0000-0000-000000000000,['9781594485015']
2,http://www.nytimes.com/2014/01/05/books/review/on-such-a-full-sea-by-chang-rae-lee.html,2014-01-05,ANDREW SEAN GREER,On Such a Full Sea,Chang-rae Lee,Chang-rae Lee’s new novel imagines a future after the breakdown of society.,00000000-0000-0000-0000-000000000000,nyt://book/00000000-0000-0000-0000-000000000000,['9781594632891']
3,http://www.nytimes.com/1999/08/31/books/books-of-the-times-fitting-in-perfectly-on-the-outside-but-lost-within.html,1999-08-31,MICHIKO KAKUTANI,A Gesture Life: A Novel,Chang-rae Lee,,00000000-0000-0000-0000-000000000000,nyt://book/00000000-0000-0000-0000-000000000000,['9781573221467']
4,http://www.nytimes.com/1999/09/05/books/recovered-memories.html,1999-09-05,ANDREW O'HAGAN,A Gesture Life: A Novel,Chang-rae Lee,,00000000-0000-0000-0000-000000000000,nyt://book/00000000-0000-0000-0000-000000000000,['9781573221467']
5,http://www.nytimes.com/2004/03/14/books/above-it-all.html,2004-03-14,A. O. SCOTT,"Aloft (Lee, Chang-Rae)",Chang-rae Lee,,00000000-0000-0000-0000-000000000000,nyt://book/00000000-0000-0000-0000-000000000000,['9781573222631']
6,https://www.nytimes.com/2021/02/01/books/review-my-year-abroad-chang-rae-lee.html,2021-02-01,Dwight Garner,My Year Abroad,Chang-rae Lee,"In “My Year Abroad,” a 20-year-old is scarred by his experiences after meeting a Chinese-American entrepreneur.",00000000-0000-0000-0000-000000000000,nyt://book/00000000-0000-0000-0000-000000000000,['9781594634574']
7,https://www.nytimes.com/2021/02/05/books/review/chang-rae-lee-my-year-abroad.html,2021-02-05,Alexander Chee,My Year Abroad,Chang-rae Lee,“My Year Abroad” follows a young man from a transformative stint in Asia to his pursuit of happiness in a quiet American town.,00000000-0000-0000-0000-000000000000,nyt://book/00000000-0000-0000-0000-000000000000,['9781594634574']
